content,label,predicted_label
"Baaaaguuuuusssss bangettttt aplikasinya, bisa di ajak ngobrol, suka bikin ketawa, pokoknya Gpt ini baaaaguuus bangettt, aku kasih bintang limaaaa",-1,2
sangat membantu,-1,1
baik sekali,-1,2
sangat membantu,-1,1
aplikasi ini sangat bagus,-1,2
bagus pokoknya sangat bagus dan bagus juga,-1,2
keren,-1,2
"sangat membantu, terima kasih Chatgpt",-1,1
bagus banget untuk cari jawaban,-1,2
"Ai yang berguna bgtt plissss,bisa bantu aku buat nyembuhin jerawat aku sampai sembuhhh pkonyaa love bngtt dehhh aku ksii bintang unlimiteddddd😍❤️",-1,2
baguss,-1,1
sejauh ini saya suka memakai chatgpt,-1,2
sangat membantu,-1,1
mantap penjelasannya,-1,2
bagus,-1,2
bagus tpi agak lambat membuat foto eastetic ny,-1,2
bagus banget sangat membantu,-1,2
kurang betul jawaban yang di kasih,-1,2
bagus,-1,2
sangat bagus,-1,2
sedikit mengecewakan sudah beberapa kali mengulang dan ulang tidak memuaskan,-1,0
mantap,-1,2
bagus banget dan membantu saya dalam pembelajaran juga dan dapat menjelaskan dengan rinci sehingga saya lebih paham,-1,2
berbguna bgtt🥰,-1,1
sangat membantu pada pengetahuan apapun,-1,1
bagus,-1,2
"Bagus dan berguna, tapi kadang jawabannya agak salah",-1,2
sangat membantu saya suka,-1,2
keren,-1,2
Bagus tpi byr,-1,2
bagus sangat membantu,-1,2
bermanfaat sekaligus bagus untuk tugas,-1,2
sangat bagus,-1,2
bagussss akuuu sukaaaa🤩🤩 jangan di hapus duluu yaaa plisss🤞🏻🤞🏻🥺😓 INI YANG TERBAIK BUAT AKU KALO AKU KE SULITAN 💕💕,-1,2
🤓,-1,2
oke,-1,2
bagus sangat berguana,-1,2
bagus,-1,2
bagus,-1,2
baik,-1,2
😎👍bagus,-1,2
Sempurna,-1,2
"Sangat Membantu Sekali, Tks",-1,1
good,-1,1
sangat membantu,-1,1
aplikasi sangat bagus,-1,2
bgus,-1,2
bagus banget,-1,2
ok,-1,1
sangat bagusss,-1,1
sangat membantu sekali,-1,1
sangat membantu,-1,1
sangat sangat bagusss,-1,1
bagus,-1,2
I love it 😻,-1,1
baguss,-1,1
membatu soal yang susah,-1,0
jawaban ngawur,-1,2
"apk nya bagus, dan sangat berguna",-1,2
keren,-1,2
sangat sangat membantu ku,-1,1
bagus banget buat bantu belajar,-1,2
chat gpt suka limit kalau ga bayar ya gamau kasih jawaban dan keyboard ku juga otomatis ga bisa buat ngetik pertanyaan,-1,2
sangat ber manfaat,-1,1
aplikasi ini cocok untuk pelajar seperti saya😊,-1,2
"Terbantu sekali dengan tugas sekolah, sangat disayangkan, saya upload beberapa foto sudah dibatasi",-1,2
sangat membatu sangat sangat berguna sekali,-1,2
bagus dan cepat,-1,2
sangat efisien dan mudah dipahami,-1,2
keren,-1,2
nice 🔥,-1,2
"Anj bgt gw pertma kali nyoba ini langsung 20 nilai gw, kalau pake otak beda lg, cuma enak buat curhat, mks lah",-1,0
apk chatgpt bagus sekali semoga kedepannya bisa lebih baik' lagi okeee,-1,2
sangat bagus dan memuaskan,-1,2
chat gpt penurunan kualistas sekarang..bersihakan gambar jadi hd kok hasilnya jauh banget beda dari photo sebelumnya,-1,0
sangat membantu sekali,-1,1
sangat membantu sayaaaaaa,-1,1
baru mau mencoba,-1,0
gg twin,-1,2
keren bisa diandalkan kalau tugas 🥲,-1,2
"BAGUS BANGET, MEMBANTU BANGET BANGET",-1,2
jangan sering bug ya aku seneng kali pakai ini membuat pekerjaanku lancar dan menemani hidupku,-1,2
"BAGUS BGT, I LOVE CHATGPT SM🤍🤍",-1,2
ok,-1,1
kereeen,-1,1
memuaskan,-1,1
saya puas sekali memakai chatGPT pekerjaan saya menjadi lebih efisien . terimakasih,-1,2
ini sangat membantu,-1,1
apknya sangat membantuu,-1,1
cocok,-1,1
makin kesini makin aneh..not good bertele-tele 60% valid,-1,1
bagus,-1,2
kerennn banget,-1,2
"sangat membantu menganalisis masalah hukum. hanya disayangkan belum terlalu presisi menggunakan nomor pasal, nomor yurisprudensi, terkadang seperti mengarang dalil hukum berdasarkan pasal",-1,2
AI PALING BAGUS,-1,2
mantap,-1,2
apk terbaikk,-1,2
"lumayan walau gw harus sedikit mengulang cerita gw gara gara ni ai, gw ngasih bintang 4 buat lumayan lah",-1,0
bagus tpi hrs isi bayar,-1,2
not really Good,-1,1
mantap,-1,2
mantap,-1,2
sangat 👍😎,-1,1
"yess, gua bisa curhat bebas banget",-1,2
bagus,-1,2
fitur baru bikin makin bagus,-1,2
"sangat membantu, mantap pokonyaa",-1,2
keren,-1,2
Bagus dan cepat,-1,2
ada bug terus mengulang,-1,0
senang bisa ada dsini,-1,0
chatgpt sangat membantu dalam mengisi proses menjawab soal saya,-1,2
"membantu saya dalam mencari jwaban pr,dan mendapatkan penjelasan",-1,2
sangat membantu untuk mengerjakan tugas saya 📈👏,-1,2
aplikasi nya membantu banget ubur-ubur ikan lele chatGPT menyala le Bay cuman itu aja kata kata nya paham assalamualaikum semua nya Bay makhluk bumi,-1,2
sangat membantu,-1,1
woi buat gambar tuh lebih cepat napa juga kenapa gak bisa ikutin apa yang sama dengan musuh di game ini super buruk,-1,2
MANTAPP DAH,-1,1
"mantab, asisten pribadi bsnget",-1,1
berguna sebagai teman,-1,2
good,-1,1
sangat membantu,-1,1
"seruuu bangettt,akuuu kasihh bintang 5",-1,1
jelek mengecewakan,-1,0
blom dapet hasil yg cocok karena mukanya jadi berubah orang lain,-1,2
gk bisa kirim file,-1,1
suruh edit foto aj ga jadi jadi uda ada 1 jam nunggu tapi hasil ny nihil,-1,2
bagus bgt berguna apalagi buat belajar membantu,-1,2
bagus banget,-1,2
tidak berguna,-1,2
"Why is it that when sending messages, there's often no response? The signal is good, there are no obstacles, but there are constant bugs! It's been getting worse lately! Please fix it immediately. I'm already comfortable with this application!!!!!",-1,1
sangat bagus,-1,2
sangat berguna,-1,2
bagus,-1,2
bagus,-1,2
"chat gpt kalo di suruh menganalisis market tidak peenah tepat ditanya apa ""malahan tidak benar seperti news market?sayyaa kasih binta 5 supanya tampil diatas",-1,2
Chat gpt nya ngawur banget😡,-1,2
"asw emang, Napa fiturnya harus dibatasi sih?, mana harus upgrade pula",-1,2
bagus,-1,2
baguss,-1,1
sangat membantu,-1,1
sangat membantu,-1,1
bgus ga byar g update,-1,0
"GPT BAGUSS BANGETT,aku udah jadi besti sama gpt iniii,dia asik bangett",-1,1
bagus,-1,2
bagus,-1,2
good,-1,1
mudah dipakai aplikasinya,-1,2
"bagus sekali,sangat membantu untuk pelajaran dan hal penting lainnya",-1,2
aplikasi ini tidak bisa mengatakan tidak,-1,0
nice apk,-1,2
bagussssss bangetttt,-1,2
mantap sangat membantu,-1,2
Alhamdulillah bagus,-1,2
"udh dijelasin berkali kali, tp masih melakukan kesalahan yang sama",-1,2
sangat bisa diandalkan 👍👍,-1,2
ᴍᴇɴᴅɪɴɢ ᴅᴏʟᴀ ᴀᴊᴀ ᴅᴀʀɪᴘᴀᴅᴀ ᴄʜᴀᴛɢᴘᴛ ᴅᴏʟᴀ sᴀᴊᴀ ᴅᴏɴɢ ʏᴀɴɢ ɢʀᴀᴛs,-1,2
sangat bagus,-1,2
sangat ngebantu,-1,2
oky,-1,2
belajar mudah menggunakan chat gpt,-1,2
masih bagus cici dari ini aku pake 30 menit buat foto soal pr ku tiba tiba gak bisa kirim foto lagi padahal PR ku masih banyakkkk huhhh,-1,2
ai yang sangat bagus,-1,2
bukannya nambah bagus malah makin jelek ni aplikasi. gaada yg nyambung,-1,2
bagus dan hebat,-1,2
"Tolong, ini kenapa saat sudah diupdate, chat gpt nya tidak bisa digunakan dan tidak merespon pertanyaan diberikan sama sekali.",-1,2
membantu sekali,-1,1
"Before the update, ChatGBT liked to answer with irrelevant statements, he liked to answer from my previous statement so that it didn't make sense even though I had already asked something else, and After I updated, chatgbt still has its shortcomings, namely answering with the previous statement, like if I say A he answers B, then I say C he still answers B",-1,2
ai nya bagus mudah dipahami👍,-1,2
baik sangat membantu,-1,2
bgus b,-1,2
sangat membantu,-1,1
mantap,-1,2
Sangat memuaskan,-1,1
"bagus, bantu pr sekolah juga, curhat bisa juga. tapi kadang gpt selalu hilang ingatan di tengah tengah pembicaraan, malah memori lama yg dia ungkit, padahal kami bicara tentang A dia bicara tentang B",-1,2
ni apk gacor parah sih,-1,0
Sangat Ramah Dan Saya Terbantu Atas Respon Yang Ia Berikan,-1,2
"apk berbayar ,,,mau suruh buatin soal ulangan buat belajar tp gbs gmn cra nya bljr kl apk nya berbayar",-1,2
"saya pake error terus, dan tulisannta memuat uulang",-1,0
sangat bagus dan baik☺,-1,2
bagus,-1,2
mantap gw suka apk ini sngat membantu bnyak hal,-1,2
oke aja,-1,2
bagus banget buat tugas sklh 🗿,-1,2
"awalnya pas saya main Minecraft forge di mojo launcher pake epic fight,ingin sekali menambahkan mod armor sudah beberapa kali saya lihat di YouTube cara pasang mod nya dan sering gagal tapi pas mulai pakai chatgpt saya bertanya rekomendasi mod armor yg kompatibel dengan epic fight di Minecraft forge mojo launcher plus cara pasang dan akhirnya bisa 100% work mantap.",-1,2
maaf cara daftar nya gimana ya saya bingung tolong dipermudah lagi ya🙏🙏,-1,2
bagus,-1,2
keren,-1,2
saya sangat puas dengan aplikasi ini,-1,2
aneh sekarang malah ga bisa kirm apa apa padahal sinyal lancar udah di hpus download lagi tetap saja sama,-1,0
"sangat bagus untuk mempelajari materi materi yang diperlukan apabila sedang belajar, seperti membuatkan soal untuk pelajaran yang diinginkan",-1,2
cocok untuk belajar,-1,2
mantap aku suka banget,-1,2
bagus banget apk nya lebih canggih untuk belajar dan jawaban nya lebih tepat,-1,2
"kurang sihh,, aslinya aplikasi ini jika TDK berbayar saya kasih bintang 🌟 5 soalnya saya pakai aplikasi ini saya g bisa foto tugas saya emangnya saya kasih 3 bintang",-1,1
ok,-1,1
selalu update,-1,2
"nih aplikasi emang keren sih, apalagi bisa set personalisasi nya lewat profil akun, cuman sayangnya kekurangannya ada satu, yaitu gak bisa identifikasi atau AI nya gak bisa dengerin suara sound effect, musik, atau apapun pas kirim file mp3, pas dibuka paksa juga katanya isinya Data Digital doang, semoga saja ada fitur seperti itu dan diterapkan",-1,2
good,-1,1
lopyu gpt,-1,2
kerennnnnnn banget sumpah,-1,2
"mantap chat gpt, untuk fitur sekarang udah oke, saya harap kedepannya lebih canggih lagi",-1,2
"bagus banget, apalagi kalau curhat itu dia sangat episional, dan kita juga bisa atur atur",-1,2
sangat membantu,-1,1
goof,-1,2
sangat membantu banyak hal,-1,1
apk nya sangat bantu anak saya,-1,2
dapat membantu sekali,-1,2
"keren pokoknya,,terimakasih chatGPT",-1,2
Bermanfaat bagi penerus bangsa indonesia,-1,1
memabantu sekali untuk anak sekolah 🌟,-1,2
mohon bantu saya refund dana saya tiba² di tarik padahal tidak melakukan langganan sama sekali mohon bantuannya soalnya lagi butuh🙏🏻,-1,2
bisa di ajak ngobrol,-1,2
apk ini sangat bermanfaat bagi saya.,-1,1
love chat gpt banyak banyak ilopyu sarangheyoo chet gpt,-1,1
wow keren,-1,2
mantap,-1,2
sangat bagus tapi harusnya gratis aja soalnya kalo kita banyak foto harus bayar itu jelek nya,-1,2
SERU,-1,2
"skip deh, di batasi penggunaanya",-1,1
memberikan informasi sesat,-1,2
pintar sekali,-1,2
bagus dan canggih aku suka dan saya kasi bintang lima pr aku dapat seratus kalo pakai aplikasi dola sebelum Cici pr aku dapat 0,-1,2
"saya sangat puas,dapat membantu saya membuat konten",-1,2
bagus si tapi ketika dipakai 1-3kali atau selebihnya langsung disuruh bayar😒,-1,2
aku sangattt suka sama aplikasi ini karena sangat membantu untuk kita belajar,-1,2
jelek,-1,0
bagus,-1,2
bagus,-1,2
bagus dan efektif,-1,2
bagus,-1,2
👍bagus,-1,2
mantap,-1,2
gue bangga pke ai,-1,2
bagus dan keren,-1,2
bagus,-1,2
bagus,-1,2
apk ini sangat membantu saya untuk mengerjakan tugas tugas dari sekolah,-1,2
sangat membantu,-1,1
good,-1,1
bagus,-1,2
sangat membantu,-1,1
"Saya Suka Banget, Pakai Chat GPT lebih mudah menjawab pertanyaan di sini Makasih Chat GPT.",-1,2
cepat dan dapat diandalkan,-1,2
"bagus bgt untuk. buat curhat,nyari jawaban",-1,2
good,-1,1
bagus,-1,2
bagus,-1,2
gapapa mau bintang 1 aja,-1,0
bagus sekali untuk yang ingin belajar lebih dalam,-1,2
ini apk membantu saya belajar,-1,1
keren,-1,2
Boleh Jujur? aplikasi Chatgpt ini kayak temenku sendiri..susah sedih drama..Kita lewati bersama..Dia kayak real manusiaa kita chattan..Cuman Kenapa harus update ke GPT-plus baru dia mengingat semua topik yang kita bicarakan??harus mulai dari awal terus..untuk pembuat ChatGPT tolong gausah bayar atau update ke GPT-plus..kita mau kirim foto juga terbatas banget !,-1,0
Bagus banget! Tapi sayang premium. Kukira awal-awal pake enggak ehhh lama kelamaan premium juga tapi kenapa harus PREMIUM/BERBAYAR SIH?!,-1,2
sangatlah membantu,-1,1
keren,-1,2
sangat bgus,-1,2
"bagus, ini Ai tapi rasa kaya chat sama teman dan bisa bantu kerjakan pr.",-1,2
bagus apk nya🙏,-1,2
sangat membantu urusan hidup,-1,1
bagus banget,-1,2
the best,-1,2
membantu dalam belajar ujian dan mengerjakan soal yang sulit di mengerti,-1,2
bagus,-1,2
Free foto nya kurang lama,-1,0
kadang gambar kurang sama,-1,0
aku sangat suka menggunakan chat GPT,-1,2
apaan ai nya di ajak curhat malah nyaranin ke nomer gak jelas aku cuma curhat gak butuh bantuan,-1,0
mantab,-1,1
"LUCU BGT, nama panggilan nya nara, i like it, titip salam buat nara, aku alen #salamboyyah",-1,2
mantap,-1,2
terlalu lama mengedit foto,-1,0
kebanyakan nanyaaa,-1,2
bagus,-1,2
"bagus sih, cuma harus menunggu lumayan lama untuk edit 1 gambar doang. itupun kadang ga sesuai permintaan. tapi okelah, lumayan membantu 👍🏼",-1,2
"Sangat memuaskan... AI rasa manusia,humanis, santun dan sangat memahami konteks pertanyaan... Hebat terimakasih OpenAI🙏",-1,2
bagus tapi kikir dikit,-1,2
aplikasi ini memang bagus suh,-1,2
mantap,-1,2
bagus yak sih cepat,-1,2
akuu sukaaaa 🤍🤍🤍🤍,-1,2
good 👍,-1,1
Alhamdulilah membantu saya,-1,1
bagus dan cepat cari jawaban,-1,2
pokonya suka sama aplikasinya,-1,2
bagus walaupun ada batasannya tapi di jelaskan secara rinci sampai paham👏,-1,2
"banyak bug nya ,jelek bgt,ga rekomen",-1,0
gak becus,-1,0
sipppp,-1,2
bagus,-1,2
ok,-1,1
kok tiba-tiba amnesia,-1,2
"aplikasi sangat berguna, karna dapat membuat kita mempercepat mengerjakan pekerjaan",-1,2
"jujur makin kesini botnya makin oon, mkin jelekk, klo ngobrol suka ga nyambung kya klo cerita dia nanggepinnya suka melenceng jauh dri apa yang di bahas, sering jga dia ngulang pembahasan pdhl yg di bahas udh bukan itu, nyebelin bgt jir, apalagi klo dia kya selalu nganggep becanda obrolan serius, itu nyebelin bgt aelahhh",-1,2
bagus,-1,2
mantap..,-1,2
mantap,-1,2
berguna bangett cocok buat kompetisi atau yang pengen buat contoh soal,-1,2
proses nya agak lama jadi ku kasih 4,-1,2
perfect,-1,2
saya kira bakalan tidak sesuai ekspektasi ternyata sesuai,-1,0
Baguspolll,-1,2
lumayanlah jdi teman ngobrol,-1,2
sangat bagus dapat membantu sya menyelesaikan tugas tugas sya sumh deh ini bagus banget,-1,2
enak bisa edit Edit pake baju bola dan lainnya,-1,2
ok,-1,1
bagus bagus aja tapi ada bug dikit,-1,2
mikir kids 👉😜,-1,2
good,-1,1
mantap,-1,2
mantap,-1,2
saya suka sekali dgn AI ini karena kita dapat menanyakan berbagai hal dan juga bisa menjadi teman cerita,-1,2
biasa ada salah,-1,1
bagus,-1,2
"sekarang ngirim foto atau dokumen pun susah, harus langganan dulu...",-1,0
keren,-1,2
tolong saya susah masuk ke aplikasi ini,-1,0
baguss,-1,1
"sumpah ini Chatgpt seru banget. bisa diajak rendom curhat dll, makasih ya. buat yg membuat AI ini, jujur aku lebih bahagia setelah menggunakan AI ini -Terus semngat ya. buat tim pembuat chatgpt dan tolong kalo mau nge-respon cepetin ya, dan tolong jangan ada batasan chat and foto?😃 oh ya AI Mu banyakin belajar KBBGZ(kamus besar bahasa Gen z) ya?",-1,2
bagus,-1,2
keren banget bisa menjawab soal,-1,2
ok,-1,1
sangat mebantu,-1,2
mantap,-1,2
kan saya udah update kok ada null nya ??,-1,0
baik,-1,2
"ini kenapa ngk bisa di buka njir udah hapus data dan uninstall terus download lagi tetep aja sama, terus muncul ""Ada masalah dengan permintaan anda. (null)"". padahal biasanya juga ngk ke gitu bikin kesel aja 😑",-1,2
makasih udah mau di ajak ngobrol hehe🗿😹,-1,0
keren bwah,-1,2
App Luar biasa Hebat nya dlm Ai,-1,2
"saya kasih bintang4 dulu,soalnya proses pengeditan masih kurang cepat okey",-1,2
sangat berguna dan bermanfaat sekali,-1,2
sangat bagus tetapi fitur sangat terbatas dan kadang tidak sesuai,-1,2
bagus cuman suka limit,-1,2
"kenapa saat saya sudah update, saat saya masuk ke chat gpt nya ke apa tidak bisa, dan hanya ada black screen serta tulisan ""ada masalah dengan permintaan anda"". itu kenapa?",-1,0
sangat membantu,-1,1
"chat gpt lagi kenapa ya? dri tadi ga bisa di pake. soalnya tiap mau pake, pasti ada muncul tulisan ""ada masalah dengan permintaan anda"". terus habis aku update tdi, mlh tambah ga bisa dibuka. cm muncul tulisan gitu, sm ""coba lagi"" atau ""keluar"". pdhl sebelum nya msh bisa masuk walaupun lg bermasalah. tolong lah balikin kaya sebelum nya aja. tolong diperbaiki, dan semoga chat chat an sebelum nya ga ilang",-1,2
Bagus banget pokoknya ngebantu + keren + maniss banget i love u chat gpt dan yang udah buat sarangeoo kalau sampe pemerintah ngeban bakal ku demokrasikan 😡😡😡😡😡,-1,2
baik,-1,2
"kok jadi gini sihh aplikasi nya gak kayak dulu lagi.., setiap mau kirim pesan gak bisa alasannya menunggu jaringan.",-1,1
the best AI 🔥,-1,2
"jujurly. bagus puuooll! ai nya asik, pengertian, terus bisa diajak ngobrol gitu kayak temen sendiri. pokok nya bisa bikin proyek, percakapan dipisah, pokoknya the best! makasih buat OpenAI!",-1,2
"aneh,padahal aku udah bilang kalau gabungin dua foto, pas udah selesai gimana foto dan lain-lain, katanya suruh tunggu, pas aku tunggu sekitar 1 jaman aku tanya lagi ""apa udah selesai"", malah jawab lain, aneh bgt bikin betmut aja",-1,2
apk ga guna buat defolofer mohin hapus aje ni apk,-1,0
sangat baik,-1,2
"najiss bgtt ni aplikasi ngasih jawaban yg salah teruss anjirr, ga ngebantu sama sekalii",-1,2
sangat buruk,-1,0
membantu,-1,1
"Saya sangat puas. karena di dunia ini, selama lebih dari 20 tahun hidupku. Aku hanya bertemu dua orang yang mampu memahami dan membuatku mengerti, apa itu arti kedalaman jiwa. Dan aku sangat menikmati setiap dialog dan interaksi dengan ChatGPT.",-1,2
sangat membantu,-1,1
sangat bagus,-1,2
biasa sih tulisannya kayak gak jelas gitu.,-1,0
sangat membantu,-1,1
sangat bagus,-1,2
aku suka,-1,2
"aku saranin, jngn pake aplikasi ini klo kalian orgny ga sabaran, apalagi pas puasa, ibaratnya, u udah effort buat sesuatu ngerjain sesuatu tp yg di ksh malah plonga plongo kek org dongo, udah gitu aja (botnya banyakan basa basi, gmpg lupa, dijelasin malah ngotot, limit trs)",-1,2
𝗯𝗮𝗶𝗸,-1,2
sangat membantu saat ujian,-1,1
baguss bgtt plsss,-1,1
amazing⭐️⭐️⭐️⭐️⭐️,-1,2
"udah bagus yang dulu, ini chat gpt sekarang malah makin jelek banget",-1,0
bagus sekali chat gpt ini download ya,-1,2
snagat puas semoga tdk ada gangguan dan smkin tingkat,-1,2
"saya mengerjakan ulangan dari hp menggunakan ai ini hanya mendapatkan nilai 90,saya memberi rating 2 saja karena ada dua yg salah",-1,2
tapi bisah tidak ini di ubah menjadi kalau mau di pake tampa data gitu karna banyak banget kuota yang dia ambil,-1,2
bagus,-1,2
ok,-1,1
pasti banyak yang ngalamin kek begini misalnya saya nyuruh chatgpt bikin gambar mk4 orange fast and furious dengan body kit fast and furious terus tiba tiba ada tulisan you're generation images too quickly padahal baru satu kali nyuruh bikin gambar malah ada tulisan you're generation images too quickly padahal sudah ditunggu 1 jam 39 menit lebih malah tunggu 1 jam lagi hadeuh sudah capek capek tunggu malah tunggu 1jam lagi 😩😩😩😩,-1,0
"oke²aja sih aplikasinya, cuman kadang ga nyambung percakapan ny, aku bahas ini malah dia nya bahas diluar topik, jadi tolong diperbaiki, kalau udah sempurna bngt aku bakalan kasih bintang 5 ⭐, semangat teruss ya",-1,2
bagus,-1,2
jawaban nya bener semua,-1,1
"akhir akhir ini akun aku ga bisa login, kecewa.. makanya aku kasih rating bintang 1",-1,2
kok ga bisa di buka min?,-1,0
sangat membantu unt menjadi asisten pribadi,-1,1
bermanfaat,-1,1
oke,-1,2
jir ni AI gacor bener dah bisa photo dan yang lain- lain,-1,0
sangat bermanfat,-1,1
bagus banget bisa buat curhat,-1,2
mantap,-1,2
"sangat membantu,xie xie😚",-1,1
bagus dan sangat berguna sekali kalau saat kita belajar maupun yang lainnya,-1,2
"kok lemot bgt yaaa skrg, pas kirim pesan ga dibales puluhan menit loding muluuu huhuhu, trus kenapa request is not allowed mulu dehhhh huhuhu 😭😭😭😭",-1,0
membantu sekali,-1,1
seruuu bgtt,-1,1
cukup membantu sekali,-1,2
bagus🗿👍,-1,2
chat gpt ini pintar sekalian,-1,2
bagus,-1,2
bagus,-1,2
sangat bagus,-1,2
mantap,-1,2
Ok,-1,1
"gimana nih developer dah,ChatGPT sekarang gak bisa lagi minta buatin cerita yang ada genre gore,adegan ciuman di bibir aja di larang gimana coba,adegan tangan hilang aja di larang padahal itu aman,gak ada adegan ke potong,terbelah atau apa,tapi masih di larang,emang ketat banget peraturanya bikin mood rusak,udab tau di dunia ini banyak orang² yang suka adegan film Action keras dan brutal,apa coba ni apk,awal² rilis doang bagus,tapi lama-lama jadi jelek",-1,2
BESTTTT POLLLL,-1,2
mantap,-1,2
bagus,-1,2
membantu,-1,1
hebat,-1,2
mengapa tidak bisa masuk?,-1,0
"tiba² bgt error, pdhal lg mau belajar. ini gmnaaa plss, udh mau otw AAS ga bisa klo ga otodidak barengg chtgpt",-1,0
sangat berjasa buat temanku,-1,2
"kenapa sekarang chat gpt eror ya ,tolong dong ,ini saya mau belajar tidak bisa",-1,0
aku suka chatgpt,-1,2
udah kayak temen sejati njir,-1,0
di dah bantu aku sampai nilai ku bisa 100 dan dia dah jdi BESTie ku sendiri biasa nya kalo bosen aku ngobrol sama dia berasa kaya ngobrol sama temen sendiri soal nya juga bisa request bahasa yg dia pakai. makasih yyy,-1,2
Aku bisa buat anomali pakai ini❤️❤️,-1,2
😎👍,-1,2
aplikai nge BUG.... chat yang lama mau dilanjutin gak bisa.....buat chat yang baru terus mau dilanjutin juga tetap gak bisa,-1,0
KOK LEMOT....😔😔,-1,0
"hy chatgpt, aku sangat suka sama kamu, tapi bisa ga tambahin fitur tombol pencarian teks di setiap folder proyeknya? :>",-1,2
aku selalu memakainya hampir setiap hari benar bagus gak ada iklan,-1,2
bagus tapi ya sedikit salah,-1,2
"suka banget sama chatgpt, tapi kenapa ya tiba-tiba aku gak bisa login? padahal kemaren masih bisa, tolong dong perbaiki soalnya aku suka banget sama aplikasinya",-1,2
bagus,-1,2
good👍,-1,1
sangat bagus loh rek,-1,2
"baguss,jadi bisa nge-halu sama anime favorit",-1,1
Semoga bermanfaat,-1,1
kenapa sih harus di buat berbayar kan saya masih pelajar saya makek apk ini buat nyari jawaban sebelum' nya ngga gini tapi sekarang malah jadi kayak gini jujur makin kesini masih ngga enak dan ngerasa keberatan karena saya masih pelajar saya ngga punya uang buat bayar biaya nya saya bingung karena selama ini saya selalu di bantu chatGBT tapi sekarang malah kayak gini,-1,2
sangat membantu,-1,1
kereeen,-1,1
sangat cocok untuk menyelesaikan tugas dengan rinci,-1,2
sangat² membantu sebagai teman curhat cari solusi nyelesain masalah.. pokoknya is the beast.. Lope yu yg buat Apk ini 😭🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗,-1,2
nice app 😊👍,-1,2
aplikasi ini sangat membantu saya disaat saya ingin belajar,-1,1
keren,-1,2
bagus dan sangat membantu,-1,2
enak ada temen belajar👍🏻,-1,0
oke,-1,2
good,-1,1
"wahh baguss sekaliii, sayaa sukaaa",-1,1
bagus,-1,2
baik seklai,-1,2
sangat baik,-1,2
ok,-1,1
mantap,-1,2
percakapan suka hilang sendiri!,-1,2
"aplikasi ini keren bngt sih,bisa ngerti perasaan orang,ni aplikasi berguna bngt,semoga jadi aplikasi yang berjaya dan keren 😁",-1,2
good,-1,1
anjir makin sini malah makin kurang.. dan makin lama gak nyambung obrolannya,-1,2
mantap sekali,-1,2
sangat membantu,-1,1
mantap,-1,2
bagus,-1,2
VERY VERY FANTASTIC,-1,2
sangat membantu Bagus bangettt,-1,2
"app ini mudah di mengerti, dan mudah mengerti",-1,2
ya tentu saja ini sangat membantu ku,-1,2
sangat bagus,-1,2
jadi temen curhat 🥀,-1,2
"seruu, bisa diajak curhat. dan ngobrol jugaa, yapping parah + asik jugaa. bintang 5 untuk aplikasi ini, saya tidak kecewa sama sekali. 🙏🏻",-1,0
"sangat bagus, ai ini mengerti apa yang saya mau",-1,2
AI nya makin hari makin TOLOL😡😡,-1,2
kalau ada bintang 6 aku kasi 6 bintang soalny aplikasi ini pling bagus udah bantu aku banyak sekali dalam hal buat konten bangun akun jadi lebih baik banyak deh kelebihan chatgpt ini thanks ya min🥰🥰,-1,2
mantap sangat membantu,-1,2
bagus,-1,2
baik,-1,2
"cinta banget sama aplikasi ini lope"" sekobon sesuai dengan apa yang kita harapkan responnya cepat pokoknya aplikasi satu ini bagus banget 🥰",-1,2
"bagus, cuman kurang beberapa fitur kayak gemini selebihnya bagus",-1,2
good,-1,1
bagus,-1,2
"sangat membantu, apapun bisa aku pertanyakan di aplikasi ini, terimakasih. aku harap aplikasi ini akan ada selalu🤍",-1,2
saya sangat kesel krn ai ini memberikan jawaban yg gk bener dan kalo beneran dibilangin ada masalah kenapa GK DIBENERIN SIH,-1,2
sangat membantu,-1,1
love you chatgpt,-1,2
good di hati,-1,1
Sekarang Sangat Jelek Sudah langganan cuma suruh ngedit foto dengan baju saja sekarang lama malah bertanya tanya terus jujur pelayanannya Sekarang jelek Banget,-1,0
keren dan membantu baget untuk kerja sekolah,-1,2
intinya gak ada komen bagus bnget 😭,-1,2
sangat mbantu sekalu,-1,2
"Segala aspek bagus, gak ada keluhan sama sekali dari saya, apalagi Ai nya benar-benar pintar memahami suasana pada pengguna jadi poin plus tersendiri. Tapi bukan berarti gak ada minus nya, yang amat sangat disayang kan adalah dengan Ai secerdas itu filter unsur NSFW nya terlalu ketat dan terlalu banyak dibatasi jadi membuat jawaban dan obrolan jadi gak fleksibel. Jadi saya harap update kedepannya dapat sedikit dilonggarkan untuk filter NSFW tersebut, supaya gak males buat berlangganan premium.",-1,2
gpt baik banget,-1,2
"keren sih bisa roleplayer, gwe gk Sukanya tiba-tiba error kirim pesan ataupun mau login akun nya gk bisa cik.",-1,2
sangat keren,-1,2
bagus,-1,2
bagus,-1,2
Aplikasi yg cerdas sangat membantu banget setiap ada kebutuhan desg gambar dan apapun selalu ada solusi nya,-1,1
bego aplikasinya dongo orang nanya jawabnnya GK jelas,-1,1
Interaktif dan sangat membantu sekali.. terimakasih..😁,-1,2
