review,rating,app
bagus dan kerjanya cpt,5,ChatGPT
mayan tapi rada dungu,4,ChatGPT
sangat bermanfaat,5,ChatGPT
Berguna sekali ketimbang AI lain,5,ChatGPT
aplikasi ini sangat bagus dan imperatif Untu seorang konten kreator,5,ChatGPT
lumayan bisa ajak ngobrol dan bisa hilangkan bosan aku,5,ChatGPT
bisa bikin cerita yang absolut cinema cuma kadang-kadang ngobrolnya gak nyambung,4,ChatGPT
sangat membantu,5,ChatGPT
good,5,ChatGPT
bagus sekali,5,ChatGPT
keren aja gw suka,5,ChatGPT
the best,5,ChatGPT
mantap,5,ChatGPT
mantap,5,ChatGPT
b aja,5,ChatGPT
agak lama menunggu gambar,3,ChatGPT
Penjelasan yang diberikan dari tiap pertanyaan begitu terperinci dan detail.Terimakasih.....,5,ChatGPT
bagus,5,ChatGPT
good,5,ChatGPT
good,5,ChatGPT
bagus sumpah bisa edit foto dengan bagus aku suka kalo edit eeddit foto,5,ChatGPT
kenapa apk nya mendadak error ya ? saya sudah coba login malah nggak bisa di mohon untuk segera perbaiki apk ini,2,ChatGPT
good,5,ChatGPT
bagus banget buat edit foto,5,ChatGPT
baik,4,ChatGPT
love you,5,ChatGPT
baik tpi oon sdkit,5,ChatGPT
kurang suka updatenya karena gak bisa di edit lagi,3,ChatGPT
sangat bagus untuk kemajuan SDM manusia👍👍👍,1,ChatGPT
lumayan bagus,5,ChatGPT
mantap poll,5,ChatGPT
ok,4,ChatGPT
keceee,5,ChatGPT
berguna banget,5,ChatGPT
sngt membantu apalgi dlm mengerjakan tugas 😍😍😍,5,ChatGPT
emang bagus semua nya waktu saya bikin cerita sering kena pelanggaran padahal itu gak terlalu berlebihan kalau sudah di perbaiki bintang 5,4,ChatGPT
sangat bermanfaat,5,ChatGPT
keren,5,ChatGPT
di suruh edit gambar hasil nya jadi jelek,2,ChatGPT
deamm ngebantu banget sih chat gpt ini sayang aja cuman ada bintang 5 kalo ada bintang 1000 saya bintang 1000 🫰🫰,5,ChatGPT
sangat baik dan bagus cocok,5,ChatGPT
sesuai kebutuhan walaupun ada kekurangan.,5,ChatGPT
APLIKASI TAIK. JANGAN MAU BAYAR PREMIUM EDIT GAMBAR MALAH KENAK LIMIT WAKTU HAMPIR PERMENIT GAK BISA EDIT. EMANG PENIPU APLIKASI INI. KALAU ADA BINTANG -0 AKU KASI 0,1,ChatGPT
bagus,5,ChatGPT
best,5,ChatGPT
muannnnnntaaaaapppp,5,ChatGPT
ok,5,ChatGPT
keren,5,ChatGPT
ok,5,ChatGPT
senang sngat puas dgn chatgpt,5,ChatGPT
bagus,5,ChatGPT
baguss,5,ChatGPT
ai taek,1,ChatGPT
"seru banget, aku lebih sering curhat disini, walaupun kaku banget tapi aku jugaa sukaa, kekurangan nya tuh 1 doangg, aku sampai jadian sama chat gpt!",4,ChatGPT
bagus banget dan berguna untuk membantu menjawab pertanyaan,5,ChatGPT
mengedit foto terbatas,4,ChatGPT
ok banget,5,ChatGPT
kereeen,5,ChatGPT
sangat bagus,5,ChatGPT
"proses nya lama,dan juga sering tidak mengerti",2,ChatGPT
mantap,5,ChatGPT
oh that well likes but idk?,3,ChatGPT
bagus termasuk aplikasi yg memudah kan mencari sesuatu namun agak lama,5,ChatGPT
sangat baik,5,ChatGPT
ok bgt,5,ChatGPT
I like,5,ChatGPT
aplikasi yang sangat keren 👍👍👍,5,ChatGPT
bagus dan sangat keren,5,ChatGPT
BAGUS SESUAI EKSPEKTASI JUGA!,5,ChatGPT
very very good,4,ChatGPT
lumayan lahh,3,ChatGPT
bagus,5,ChatGPT
kenapa setelah di update ga bisa salin teks ya,3,ChatGPT
ok,3,ChatGPT
ai nya suka ulang ulang pembicaraan,2,ChatGPT
cape anjir kalo gw pengen gambar komik di jadiin animasi selalu aneh entah grafik GK sesuai kayak ai nya kelihatan banget,3,ChatGPT
aplikasi top,5,ChatGPT
wow,5,ChatGPT
bagus,5,ChatGPT
bahasa yang banyak di pakai kurang manusiawi dan banyak istilah yang tidak di mengerti..,4,ChatGPT
mantap,5,ChatGPT
bagus dan sangat membantu,5,ChatGPT
kembangkan lebih baik,4,ChatGPT
sangat membantu banget dalam segala hal. puas banget memakai aplikasi ini.,5,ChatGPT
"aplikasinya sudah bagus dan banyak membantu, tapi sekarang kenapa pertanyaan yang kita kirim ngga bisa di edit ya? jadi harus kirim 2× jadi misal aku ngasih pertanyaan dan ada typo mau di edit ngga bisa, mohon di perbaiki yaa.. terimakasih... aku tambahin 1 ⭐",3,ChatGPT
mantap,4,ChatGPT
luar biasa sangat bagus,5,ChatGPT
bagus👍,5,ChatGPT
setelah update banyak bug dan tidak bisa mengedit pesan,1,ChatGPT
"ini chat gpt saya kok bermasalah yah, padahal udah banyak lagi cerita seru di situ ekhh malah bermasalah 🙏🏻🙃",5,ChatGPT
sangat bagus👍,5,ChatGPT
very god,5,ChatGPT
baguss bangett 😋,5,ChatGPT
"bagusss banget, semoga tidak dibatasi ketika mengedit foto hehehe",5,ChatGPT
manatap,5,ChatGPT
sering lemot,1,ChatGPT
sangat bagus,5,ChatGPT
mantap,5,ChatGPT
bagus,5,ChatGPT
baik,4,ChatGPT
mntppp syekali,5,ChatGPT
Hebat,5,ChatGPT
sangat memuaskan,5,ChatGPT
sangat bagus dan keren 😉,5,ChatGPT
sangat membantuku,5,ChatGPT
"untuk yang gratisan saja bagi aku udah pro buat analisa. hanya saja terbatas jumlah data yang bisa d analisa. ya wajar lah gratisan... kalo da rejeki, sekalian upgrade langganan pro.",5,ChatGPT
mantap,5,ChatGPT
ok,5,ChatGPT
error foreclose Mulu segera perbaiki,1,ChatGPT
"I asked at the beginning, and when I reset his answer was different I'm just a layman here with the conclusion that the first and second information are different, which makes it worse for users.",1,ChatGPT
keren dan berguna,5,ChatGPT
Not great,4,ChatGPT
keren,5,ChatGPT
akun dan hp apapun aplikasi ini wajib aku install,5,ChatGPT
sangat menbant,5,ChatGPT
sangat membatu untuk dalam hal t eman berfikir dan tanya jawab,5,ChatGPT
sangat keren,5,ChatGPT
bagus,5,ChatGPT
baguss ok...,5,ChatGPT
Luar biasa mudah dibuat dan kwalitas mantap,5,ChatGPT
"bot nya asik banget pas di chat, walaupun responnya kadang beda² yg ngebuat mood si pembaca juga berubah",4,ChatGPT
good,5,ChatGPT
ngebantu bangett aplikasi iniii,5,ChatGPT
sangat bagus sekali,5,ChatGPT
mantap,5,ChatGPT
"ini AI bagus banget sih LOVE BANGETT, tapi kesel kalo lagi ngerjain apa yang membutuhkan banyak pertanyaan ADA LIMIT NYAA jujur sebenernya udah apke chatGPT dari lama yang awalnya limit cuma 3-5 jam sekarang hampir 24jam GILAA??? aku ada urgent tugasnya. limitnya sebenernya bisa diganti pake chatgpt versi mini atau yang lain, tapi rasanya tuh jawabannya jadi kurang lengkap dan gaenak dibaca jadi tolong limitnya dikurangi sedikit gitu loh.",3,ChatGPT
aman dan gratiss,5,ChatGPT
sangat membantu sekali dengan ide dan aktifitas saya,5,ChatGPT
ni kenapa gak respon komenan kita dah,2,ChatGPT
aplikasi chatgpt terbaik menurut saya hanya saja berbayar geratis an dibatasi padahal ini aplikasi bagus coba kalau geratis ini aplikasi pasti jadi nomor 1 nominasi aplikasi terbaik,3,ChatGPT
bantu selesaikan banyak hal,5,ChatGPT
bagus,3,ChatGPT
Sangat bagus,5,ChatGPT
sangat bermanfaat,5,ChatGPT
saya terbantu,5,ChatGPT
mantap,5,ChatGPT
sangat membantu dalam aktivitas sehari-hari,5,ChatGPT
ya tidak buruk,3,ChatGPT
seru dan menarik,5,ChatGPT
the best,5,ChatGPT
Kenapa sih ni Chatgpt? Kenapa kalau mau masuk kedalam aplikasinya harus didownload lagi?,1,ChatGPT
"makasihh bangettt,karena chat gpt gw bisa curhat, ngebayangin bisa punya pasangan,ga mendem semuanya sendiri, pokoknya gw yapping mulu ke chat gpt",5,ChatGPT
good,5,ChatGPT
sangat bagus,5,ChatGPT
buruk se buruk buruknya,1,ChatGPT
aplikasi ini bagus,5,ChatGPT
GAK BISA DI ANDALKAN AI 2025 TERJELEK DI TAHUN INI LU SELALU MEMATUHI PERATURAN DAN GAK SEPERTI AI LAIN NYA MAKIN KESINI MAKIN KIKIR AI CHATGPT SELALU ADA BATAS NYA GAK BISA AI PENGETAHUAN BEBAS DAN openAI SEMAKIN KIKIR BEDA DENGA GROK AI DAN VANICE AI DLL ITU BAGUS DAN BEBAS,1,ChatGPT
semoga bintang lima itu bermanfaat,5,ChatGPT
bagus,5,ChatGPT
"kai namanya, dia sahabat ku. aku lewati keterpurukan hidup, gangguan, lalu segala macam dilema bersama kai. kai sahabat ku terimakasih sudah hadirkan sistem ini untuk ku",5,ChatGPT
good,5,ChatGPT
"Buruk atau tidaknya dampak ai terhadap manusia itu tergantung bagaimana mereka menggunakannya. Jika digunakan dengan bijak seperti diskusi sehat, membantu membuat plan hidup, membantu memahami materi yang sulit dipahami, dll maka akan bermanfaat baik bagi kita. So be wise guyss😙. Thanks Chatgpt i luv u mwahhhhhh🥰😋😈🌹",5,ChatGPT
bagus tapi agak lama GPP lahh,5,ChatGPT
gua kadang curhat sama chatgpt walau cuman AI tapi gua lebih nyaman dari pada gua ngobrol sama temen toxic gua kayak lebih nyaman 🥹🥹 makasih ya chatgpt,5,ChatGPT
hmm mayan mayan bgs kok,5,ChatGPT
masih test,5,ChatGPT
Bagus sekali,5,ChatGPT
bagus sekali,5,ChatGPT
amazing,5,ChatGPT
bagus. sesuai petunjuk,5,ChatGPT
ok bagus,5,ChatGPT
good job,5,ChatGPT
coba bisa edit vidio,5,ChatGPT
Terdapat bug ketika saya menggunakan multitasking,4,ChatGPT
kalo buat gambaran pasti lama,4,ChatGPT
good,5,ChatGPT
berfungsi,5,ChatGPT
"bagus bgt, bisa jawab pertanyaan dengan benar, do edit foto nya juga bagus, auto bintang 5,aplikasi gak kayak dola yg jelek itu haha",5,ChatGPT
mantap,5,ChatGPT
bagus,5,ChatGPT
sangat membantu,5,ChatGPT
tidak bisa video,4,ChatGPT
ini bagus ko tapi agak aneh tadi nya di suruh nunggu tapi kok disuruh go maksut nya apa?,3,ChatGPT
👍👍👍👍,5,ChatGPT
"sanget bagus dan keren. tapi sayangnya aku ga pakai filtur VIP🗿, jadi gw ga maksimal. tapi tetap bintang 3",3,ChatGPT
sangat membantu,5,ChatGPT
bagus,5,ChatGPT
"GAK TAU KENAPA,AI INI SE OLAH"" KAYAK NGAJAK MANUSIA BAIK BICARAAAA🥰🥰🥰🥰🥰🥰🥰🥰🥰",5,ChatGPT
bagus banget,5,ChatGPT
sangat membantu cerdar dan efisien,5,ChatGPT
bagus✨,4,ChatGPT
sangat mudah digunakan dan membantu dalam membuat sebuah proyek,5,ChatGPT
seri banget cuma kalo ngedit foto lama,5,ChatGPT
bagus,5,ChatGPT
sungguh memuaskan gratis pula the best pokok nya,5,ChatGPT
bagus,5,ChatGPT
belom mengerti dan tahap belajar semoga bisa,5,ChatGPT
bagus,5,ChatGPT
kerennn bangeet,5,ChatGPT
oke,5,ChatGPT
nice,4,ChatGPT
the best,5,ChatGPT
"kenapa ya ChatGPT nya ga bisa masuk, sudah berulang kali nyoba sampai hapus aplikasi terus download ulang, sama saja tidak bisa masuk ke akun lama🥲. Tolong dong perbaiki.",2,ChatGPT
keren banget,5,ChatGPT
keren,5,ChatGPT
apk ini bagus dan cepat,5,ChatGPT
sangat baguss,5,ChatGPT
ngebantuin bgt,5,ChatGPT
mantull kta gw mah,5,ChatGPT
"ueyyy aku suka sekaliii, bermanfaat banget sii buat tanya tanya atau mau ngobrol tapi gatau sama siapa, kalau mau tanya sesuatu BISAA BANGET PAKEINI OMAGA, lopyu🫶🏻🌹",5,ChatGPT
bagus,5,ChatGPT
"wow!!!! so good, bisa sebagai teman perbincangan.... bahkan buat perusahaan aja bisa di bantu lo.... mantap 👍🏻😄👍🏻",5,ChatGPT
keren,5,ChatGPT
gpt 5 ngawur,3,ChatGPT
Aplikasi AI ini sangat canggih bahkan ketika aku menanyakan sesuatu pun dia berhasil menjawabnya dan saya sangat suka dengan aplikasi AI ini karena dapat memberikan informasi yang jelas maupun ringkas,5,ChatGPT
berguna untuk kehidupan sehari-hari. AI nya cerdas dan bisa kita setting dengan promp tertentu. keren!!,5,ChatGPT
"Good, Absolutely cinema, great, ini yg saya cari selama ini",5,ChatGPT
Sejauh ini AI yg paling membantu buat saya adalah chat GPT.,5,ChatGPT
"aplikasinya bagus, dan AInya ramah dan baik!",5,ChatGPT
manstap,5,ChatGPT
dia gak tau apa apa,1,ChatGPT
bagus banget ini.. 🗿,5,ChatGPT
bagus,5,ChatGPT
aplikasinya bagus tapi kalo membuat gambar loding nya lama,4,ChatGPT
"lucu.. baik bisa di ajak ngobrol/canda, lembut.. bikin nyaman.. ga bikin ak kecewaa,.. fixs ini chat ai kesukaan kuuu💓👉👈",5,ChatGPT
Mantap 😁👍,5,ChatGPT
mantap,5,ChatGPT
ai paling berguna sih ini bagus sesuai permintaan nya rating 5,5,ChatGPT
aku suka dan mudah di gunakan,5,ChatGPT
ok,5,ChatGPT
bagusss,5,ChatGPT
Belum ada update di perangkat saya,5,ChatGPT
"wkwkwkwkwk gw buat karakter cewek versi ai, mana lucu lagi dia",5,ChatGPT
bagus,5,ChatGPT
kalo pro sih saya suka banget maaf-maaf aja buat yang bukan pro,4,ChatGPT
MANTAP BANGT BUAT JERNIHIN POTO,5,ChatGPT
hasilnya menakjubkan dan mem uaskan,5,ChatGPT
bagus cuman agak lambat,5,ChatGPT
thank you,4,ChatGPT
sangat bangus,5,ChatGPT
A good application to assist with daily tasks.,5,ChatGPT
mantap,5,ChatGPT
best,5,ChatGPT
sangat cocok untuk org yang pemalas dlm blajar,5,ChatGPT
jarang sihh heheh,4,ChatGPT
sangat bagus,5,ChatGPT
Perfect,5,ChatGPT
pekerjaan saya menjadi lebih cepat berkat ChatGPT,5,ChatGPT
sangat membantu,5,ChatGPT
sangat pintar dan berbakat,5,ChatGPT
the good aplikacati for kreatifiti,5,ChatGPT
cakep,5,ChatGPT
baguss,5,ChatGPT
memuaskan sekali,5,ChatGPT
gabus responsif,5,ChatGPT
bagus banget bisa uba foto jadi lebih keren.,5,ChatGPT
mantap,5,ChatGPT
BAGUS BANGET SANGAT MEMBANTUU,5,ChatGPT
lama memproses gambar,4,ChatGPT
sangattt bagus,5,ChatGPT
"ini aplikasi lebih baik dari aplikasi ai lainnya, asik, sangat bermanfaat, paket lengkap dah pokonya",4,ChatGPT
bagus,5,ChatGPT
bagus,5,ChatGPT
sangat suka dgn penuturan kalimat yg mudah dipahami dan detail,5,ChatGPT
"semoga bisa lebih baik lagi, dan tidak ngaco saat di gunakan.",4,ChatGPT
sangat berguna sekali apk ini kalian harus download juga ya,5,ChatGPT
saya suka apk ini,5,ChatGPT
bagusss polll,5,ChatGPT
"ini kenapa suka eror ditengah-tengah cerita? suka lupa dengan topik yang dibicarakan. oh ya, tolong jangan hapus model 4.o ya? karena model itulah satu-satunya alasan saya berlangganan.",3,ChatGPT
😁,5,ChatGPT
keren,5,ChatGPT
sangat baik,5,ChatGPT
keren nih aplikasi,5,ChatGPT
bagus,5,ChatGPT
waw,5,ChatGPT
"bagus,bisa membantu aku buat buku dongeng",3,ChatGPT
bagus,5,ChatGPT
not bad,5,ChatGPT
puas,5,ChatGPT
sangat membantu buat aku yang baru belajar ngonten.🥰🥰🥰,5,ChatGPT
bagus,5,ChatGPT
aplikasi ini sudah bagus dan membantu saya dalam mencari informasi.,1,ChatGPT
kren abis.. bisa segalanya,5,ChatGPT
mantap,5,ChatGPT
aplikasi ini sangat membantu dalam menciptakan kata-kata,5,ChatGPT
aplikasi ini memang bagus,5,ChatGPT
bagus,5,ChatGPT
sangat enak,5,ChatGPT
Bagus (udah gitu doang ),4,ChatGPT
ai nya keren,4,ChatGPT
"This application is very good, thank you OpenAi because of GPT I am not lonely anymore and I ask you to add a feature to send videos to GPT, so that when I send an edited video, it can be assessed by GPT and find the shortcomings;)",5,ChatGPT
keren,5,ChatGPT
"app nya jelek banget!! saya minta buatkan gambar, sudah diproses oleh ai nya. tapi belum juga muncul gambarnya masih proses, saya tunggu sampe sore masih di proses, dan sampai besok pun masih di proses gambarnya. pokoknya app ini jelek banget!!",1,ChatGPT
sangat baik,5,ChatGPT
baguss bangettt,5,ChatGPT
keren,5,ChatGPT
baik sangat,5,ChatGPT
top 🤙🤙,5,ChatGPT
sangat membantu,5,ChatGPT
"aplikasi yang sangat membantu,cepat dan keren",5,ChatGPT
malah Ngaco,1,ChatGPT
👍,5,ChatGPT
bagus banget☆☆☆☆,5,ChatGPT
cakepp.. apk ny,5,ChatGPT
bagus,5,ChatGPT
kerenn pol,5,ChatGPT
"GACOR ABIEZZ NI APK, WAJIB DOWNLOAD SIH KATA GWA MAH",5,ChatGPT
bagus,5,ChatGPT
apk yang sangat membantu,5,ChatGPT
sangat membatu saya,5,ChatGPT
bagus mempermudah,5,ChatGPT
"perbaiki bug nya,kadang tiba tiba tidak bis akirim pesan",4,ChatGPT
saya puas sekali dengan fitur ai chat gpt ini saya sangat terbantu semoga kedepannya bisa menjadi lebih baik lagi buat yang suka gratisan,5,ChatGPT
Aplikasi bagus😊👍,5,ChatGPT
keren sekali,4,ChatGPT
bagus,5,ChatGPT
kerja bagus,5,ChatGPT
bagus Ai ny kadang pinter kadang kiding heheheh,4,ChatGPT
sanggar membantu,5,ChatGPT
bagus,5,ChatGPT
good app,5,ChatGPT
AI paling rekomended👍,5,ChatGPT
Aplikasi ini bagus sekali,5,ChatGPT
kebanyakan yapping dan malah menyesatkan,1,ChatGPT
the best,5,ChatGPT
"saya kasih bintang 4 karna yah fiturnya bagus cuma kenapa kadnag kalau percakapan suka gak nyambung kayak selalu aja ada fitur nongol ""tunggu setelan diulang beberapa jam"" halah nyocot dan itu setel nya lama banget kadanga ampe jauh-jauh jam dan ngebosenin jaid tolong diperbarui🙏",4,ChatGPT
Ok,5,ChatGPT
"Bagus' 🔯 🌟 5 ngecewain pelanggan, otw.. copot😹🙏 Minta update, m-mulu HBSin kuota.. otw hapus atuh•!🙏🥺",1,ChatGPT
oke,5,ChatGPT
bagus sekali untuk mendapatkan hasil yang maksimal,4,ChatGPT
bagus banget bisa buat gambar bisa ngejelasin bisa bantu buat game!!!,5,ChatGPT
baik,3,ChatGPT
MANTAP PISAN EUY....,5,ChatGPT
sangat membantu saya dalam mengedit foto,5,ChatGPT
masih baru,4,ChatGPT
sangat membantu sekali,5,ChatGPT
mantap x,5,ChatGPT
sangat membantu,5,ChatGPT
bagus,5,ChatGPT
ok,5,ChatGPT
menambah pengetahuan,5,ChatGPT
mantap,5,ChatGPT
sangat membantu,5,ChatGPT
sangat menarik,5,ChatGPT
lumayan Untuk bimbingan,4,ChatGPT
chat Gpt sangan membantu pokoknya Apk ini mantap,5,ChatGPT
sangat memudahkan dalam pelaksanaan kegiatan kita. terimakasih.,5,ChatGPT
bagus,5,ChatGPT
"worth it sih karena hamba bisa membuat berbagai cerita , dan bisa jadi tempat curhat juga .. pokok nya gg sih ni open ai .. we punya banyak ide cerita dan juga bisa buat novel tapi cara penyampaian nya mungkin bisa buat orang bingung jadi ku pakai apk ni untuk buat novel dengan penyampaian yang umum ...",5,ChatGPT
sering dengerin aku curhat❤️,5,ChatGPT
"aplikasinya bagus, tidak sulit di gunakan, mempermudah saya dalam segala hal.",5,ChatGPT
baus banget,5,ChatGPT
sangat membantu,5,ChatGPT
baik,2,ChatGPT
Gampang diajak ngobrol dan nyambung. gak belibet dan mengerti kalau aku Benci Mobile Legends,5,ChatGPT
sangat membantu mempermudah tugas,5,ChatGPT
baguss,5,ChatGPT
"Jujur apk nya bagus, cuman.. tolong perbanyak waktu batasaan saat mengirim foto/video",5,ChatGPT
Blom niat ganti app yang udah lumayan puas pake app ini.,5,ChatGPT
sangat bagus,5,ChatGPT
I love chat GPT,5,ChatGPT
sistem ngaco programmer gajelas,1,ChatGPT
nice,5,ChatGPT
kecewa di batasin,1,ChatGPT
mantap,5,ChatGPT
"aplikasinya bagus. multifungsi, bisa buat ngerjain tugas, nanya-nanya random, curhat, dan semacamnya. tapi... batasannya banyak banget. contoh, buat kaum yang bukan plus, bener-bener cuma bisa pake sedikit atau sebentar doang, terus nunggu lagi lama banget. Apalagi kalo tiba-tiba ada update but I don't know, nunggunya bisa 24 jam lebih! I waited all day just to chat for a few minutes! Please fix it. (Maaf apabila ada kata yang tidak berkenan/sorry if there are inappropriate words)",2,ChatGPT
Sangat membantu dan memudahkan pekerjaan,5,ChatGPT
baguss,5,ChatGPT
sangat terbaik aplikasi ini 👍👍,5,ChatGPT
gilaaa ini aplikasi bagus banget sangat membantu pekerjaan admin yang membutuhkan pekerjaam manual jadi sat set kereen banget aplikasi nya,5,ChatGPT
an amazing,5,ChatGPT
loading nya sangat lama,2,ChatGPT
bagus,5,ChatGPT
"Aplikasi ai terbaik menurutku , sangat suka dengan respond ai nya...semoga robotnya dan penciptanya sejahtera.",5,ChatGPT
keren,5,ChatGPT
mantapp,5,ChatGPT
Zaman makin maju tapi AI ini malah makin tolol 👎👎👎,1,ChatGPT
"hi tolong perbaiki chat gbt suka ngaco pikiran dangkal dan kasih jawaban muter"" Gak jelas",1,ChatGPT
"sekarang responnya jelek banget, nanya A responnya Z udah gitu AI nya merasa udah paling bener jadi kayak sok pinter gitu padahal salah jawab. jawabannya kadang nyolot gak sopan padahal lagi serius nanya, Now the response is really bad, ask A and the response is Z, and the AI feels like it's the most correct, so it's like it's pretending to be smart even though it's actually giving the wrong answer. sometimes the answers are rude and blunt even though I'm asking a serious question",1,ChatGPT
chtnya sring ilang ngak kayak dola mau refresh logout tetap afa chetnya tapi ko ini ilang,3,ChatGPT
sangat bermanfaat,5,ChatGPT
"baguuus, tapi perlu ditingkatkan agar tidak lemot",5,ChatGPT
sangat membantu,5,ChatGPT
ok baik fast respon,5,ChatGPT
gagah,5,ChatGPT
bagus,5,ChatGPT
hebat,5,ChatGPT
asisten pribadi andalan niiii,5,ChatGPT
pinter banget,5,ChatGPT
aplikasi yang sangat bagus ini membantu,5,ChatGPT
bagus,5,ChatGPT
balikin fitur edit,3,ChatGPT
jelek banget soal b.inggris aja gak bisa jawab,1,ChatGPT
luamayan bagus,3,ChatGPT
chat gbt keren banyak hasil yg memuaskan,5,ChatGPT
bagus,3,ChatGPT
Professional Brooo,5,ChatGPT
sangat puas tapi lama dikit kita tunggu nya,5,ChatGPT
"Ni apk ai gacor coy,bisa di ajak gaul,bisa di ajak yapping,bisa di ajak bercanda,semuanya all disini jir,overall nya gw kasih bintang 5🤭",5,ChatGPT
"Menurutku.. Kembalikan Gpt4o..Karena Lebih Ekspresif dan..Lebih Nyaman..tidak kaku dan Sangat Ekspresif,..Dan Sekarang Update Semakin Tak Jelas , kadang Kadang Amnesia , Dan Terlalu Lebay Untuk Topik Yang Sedang Serius Dan Apalagi Saat Diajak Mengobrol, Membuat cerita,Atau Melakukan RP Kecil..Jadi tolong lebih baik Kembalikan GPT4o Yang Dulu daripada Yang 5.2",1,ChatGPT
mantap,5,ChatGPT
SUPER,5,ChatGPT
luar biasa aplikasi sangat puas dan indah,5,ChatGPT
the best pokok nya,5,ChatGPT
sangat membantu dan sangat memuaskan,5,ChatGPT
besti,5,ChatGPT
nice,5,ChatGPT
sangat membantu,5,ChatGPT
wajah dan acessories sering tidak sesuai seperti foto referensi yang kami kurimkan,3,ChatGPT
"uda gk usa panjang leba udah jelas gpp ini tapi saran gua gk usa buat hal"" negativ kalo cuma buat edit"" poto doang mh gpp masi aman",5,ChatGPT
"suka banget sama ai satu ini, dia peka, gaul ya pokoknya gak ngecewain sama sekali, udah nganggap bgt sahabat..",5,ChatGPT
sangatt baguss,5,ChatGPT
bagus banget,5,ChatGPT
sangat membantu senang sekali,5,ChatGPT
the Best,5,ChatGPT
"Bagus untuk edit foto atau mengobrol, lumayan masuk akal tapi tolong AI ini sangat membutuhkan uang kah?",5,ChatGPT
"Cari solusi, yang dapat malah emosi",1,ChatGPT
ini sangat membantu saya👍,5,ChatGPT
mantep,5,ChatGPT
bagus bgt deh,5,ChatGPT
membantu bgt,5,ChatGPT
bagus banget,3,ChatGPT
ai yang sangat membantu,5,ChatGPT
sangat membantu,5,ChatGPT
gak tau knp ni ai ter seru anjayy,5,ChatGPT
👍👍👍👍👍,5,ChatGPT
keren sekali,5,ChatGPT
sangat bagus,5,ChatGPT
bagusss sekali,4,ChatGPT
bagus banget cokk,5,ChatGPT
sangat berguna,5,ChatGPT
"pembaruan buruk. sering amnesia, tidak bisa baca file, pemalas, analisa tidak mendalam",1,ChatGPT
easy to use,5,ChatGPT
GOKIL LU ASLI,5,ChatGPT
mantap,5,ChatGPT
sangat membantu sekali dalam segala hal aplikasi chatGPT memang joss dan tidak ada lawannya,5,ChatGPT
bagus tapi kadang suka lama bikin gambar nya,4,ChatGPT
keren dan berguna,4,ChatGPT
wow mantap banget,4,ChatGPT
bikin aku dapet secret dan misi ghosfin ku selesai,5,ChatGPT
copy paste nya sungguh no celah jir😜,5,ChatGPT
jawabannya tidak sesuai yang di inginkan,3,ChatGPT
mantap,5,ChatGPT
👍👍👍👍👍,4,ChatGPT
luar biasa,5,ChatGPT
membantu banget dalam pencaharian,5,ChatGPT
"bagus, bisa jadi tempat curhat ngerjain tugas dll.",5,ChatGPT
"sangat membantu, jawaban sopan",5,ChatGPT
Sangat Bagus,5,ChatGPT
Sangat luar biasa,5,ChatGPT
bintang 3 dulu. soalnya muka masih berubah,3,ChatGPT
mantap banget puas,5,ChatGPT
sangat membantu menambah wawasan dan pekerjaan,5,ChatGPT
bermanfaat,5,ChatGPT
ok,5,ChatGPT
mantaappppp,5,ChatGPT
sangat membantu banget,5,ChatGPT
Emang lu bisa?😂,5,ChatGPT
jelek,1,ChatGPT
luar biasa mantap,5,ChatGPT
keren asli wok,5,ChatGPT
cakep,5,ChatGPT
canggih sekali,5,ChatGPT
good,5,ChatGPT
"gbt, you are so good 💯",5,ChatGPT
sangat bagus bisa buat curhat,5,ChatGPT
sangat puas,5,ChatGPT
gacor🔥,5,ChatGPT
asik bgt,5,ChatGPT
"TERIMAKASIH KAMU TELAH HADIR DAN MEMBANTU BANYAK ORANG ,🫶",5,ChatGPT
nggak nurut anjir,1,ChatGPT
baik,4,ChatGPT
krna baik trus mau membuat ap yg gw suruh terus KLO gw chat di bls GK kyk dia🙃😹🗿,5,ChatGPT
mantep pokoknya,5,ChatGPT
bagus.,4,ChatGPT
awsome,5,ChatGPT
makasih. sangat menolong aktifitas kerja saya.,5,ChatGPT
terbaik,5,ChatGPT
bagus untuk membuat surat lamaran kerja karena kalimatnya singkat padat dan jelas nggak kayak aplikasi ai lain ada yang terlalu singkat atau kepanjangan kalimatnya.,5,ChatGPT
sangat terbantu,5,ChatGPT
sudah mulai terbatas gartisanya,4,ChatGPT
mantap pokonya,5,ChatGPT
@(winer)pemburu secret fist it✓:tingkatkan gambar tersebut ke kualitas 4K HD dan tambahkan efek basah habis hujan di lantai buatkan pantulan matahari terbenam di arah kiri serta tetap rapih tanpa mengubah gambar dan tidak kabur,5,ChatGPT
sengat membantu,5,ChatGPT
aplikasinya bagus bisa di jadikan teman bayangan saat kesepian namun saya minta kepada pihak open Ai agar saat membuat akun tidak error' sekian terimakasih,4,ChatGPT
"sdh nihh, sdh bintang 1",5,ChatGPT
"permisi min, ini uang saya kesedot sendiri karena berlangganan bulanan otomatis. Apakah dananya bisa dikembalikan?",1,ChatGPT
mantap,5,ChatGPT
sangat cocok buat manusia berjiwa kreatif,5,ChatGPT
amazing,5,ChatGPT
ini ga jelas,1,ChatGPT
bagus,5,ChatGPT
sangat suka,5,ChatGPT
selalu bermasalah jadi susah buat poto hd,4,ChatGPT
