userName,score,content,content_clean,at,thumbsUpCount
Muhammad Ramadan,5,sangat baik,sangat baik,2025-10-08 13:28:43,0
Abra Ham,5,GILAAA APLIKASI TERBAIKKK AI TERBAIKKK,gilaaa aplikasi terbaikkk ai terbaikkk,2025-10-08 13:28:21,0
Davin Faizar,5,membantu banget,membantu banget,2025-10-08 13:27:26,0
Dafa Kurnia,5,mantapp🔥🔥🔥,mantapp🔥🔥🔥,2025-10-08 13:26:38,0
Acis Gama,5,👍👍,👍👍,2025-10-08 13:23:25,0
Nabila Cs,2,𝑙𝑎𝑚𝑎 𝑏𝑎𝑛𝑔𝑡 𝑡𝑎𝑚𝑝𝑖𝑙𝑘𝑎𝑛 ℎ𝑎𝑠𝑖𝑙𝑛𝑦𝑎𝑎𝑎𝑎𝑎,𝑙𝑎𝑚𝑎 𝑏𝑎𝑛𝑔𝑡 𝑡𝑎𝑚𝑝𝑖𝑙𝑘𝑎𝑛 ℎ𝑎𝑠𝑖𝑙𝑛𝑦𝑎𝑎𝑎𝑎𝑎,2025-10-08 13:22:43,0
Nuryeni Yeni,5,baguss bangetttt,baguss bangetttt,2025-10-08 13:15:24,0
Nurfitaikram Fita,5,lebih baik lagi pokoknya,lebih baik lagi pokoknya,2025-10-08 13:13:20,0
Abdillah Yusuf,5,kerennn,kerennn,2025-10-08 13:10:04,0
Baim Nyimang,5,sangat bagus dan menyenangkan,sangat bagus dan menyenangkan,2025-10-08 13:06:34,0
Ajis Ajis12,5,saya senang bisa bekerja sama chtgpt😍😍,saya senang bisa bekerja sama chtgpt😍😍,2025-10-08 13:02:11,0
Zidan,4,"Ada bug di versi Android. setiap kali saya kirim pesan, aplikasi malah balik ke menu utama. harus manual balik ke obrolan lagi, cukup mengganggu. Mohon diperbaiki di update berikutnya 🙏","ada bug di versi android. setiap kali saya kirim pesan, aplikasi malah balik ke menu utama. harus manual balik ke obrolan lagi, cukup mengganggu. mohon diperbaiki di update berikutnya 🙏",2025-10-08 13:01:58,31
Ayu Sari,5,bagus dan sangatt membantu,bagus dan sangatt membantu,2025-10-08 12:58:58,0
He Ryuzaa,1,"jangan download ni apk, ga jelas","jangan download ni apk, ga jelas",2025-10-08 12:58:13,0
Miftahul Jannah,5,sangat membantu bagi siswa yang kesulitan dalam mengerjakan tugas,sangat membantu bagi siswa yang kesulitan dalam mengerjakan tugas,2025-10-08 12:56:04,0
Rika Lisnawati,5,bagus banget,bagus banget,2025-10-08 12:55:04,0
Fakhriy,5,bagus buat kerjain pr👍,bagus buat kerjain pr👍,2025-10-08 12:53:35,0
Abriyan Rifqi,5,bagus dan asik,bagus dan asik,2025-10-08 12:52:37,0
NUR SALAM,5,sangat membantu,sangat membantu,2025-10-08 12:50:50,0
Erasto Laytsy,5,aplikasinya keren banget,aplikasinya keren banget,2025-10-08 12:50:47,0
Riri Gusmira,2,Penjelasan terkadang yang tak sesuai,penjelasan terkadang yang tak sesuai,2025-10-08 12:50:33,0
Jalal Prank,5,very usefull,very usefull,2025-10-08 12:45:29,0
BORU Purba,5,saya sangat suka dengan aplikasi ini karena bisa membantu membuat PR/TUGAS,saya sangat suka dengan aplikasi ini karena bisa membantu membuat pr/tugas,2025-10-08 12:42:31,0
Ahmad Rasyid,4,mantap,mantap,2025-10-08 12:41:54,0
Nurul Huda,1,"sangat bagus tapi ada bayarnya gaa, suka","sangat bagus tapi ada bayarnya gaa, suka",2025-10-08 12:41:52,0
Irma Apriani,5,sangat bagusss,sangat bagusss,2025-10-08 12:40:48,0
Firdaus Aries,5,good luck 😚,good luck 😚,2025-10-08 12:39:08,0
Tika cimoy,5,bag us,bag us,2025-10-08 12:35:55,0
Lamsi Cimory,3,"Bagus,tapi bukan Vidio gak bisa","bagus,tapi bukan vidio gak bisa",2025-10-08 12:28:04,0
Mhd Rifqy,1,"-4 karena apk Ai, bagus sih","-4 karena apk ai, bagus sih",2025-10-08 12:27:48,1
Julia Cabral,5,berguna bgt buat aku🥰💕💕,berguna bgt buat aku🥰💕💕,2025-10-08 12:23:55,0
Rama Vanath,5,terbaik,terbaik,2025-10-08 12:18:16,0
La Asila,5,bagus banget aku suka,bagus banget aku suka,2025-10-08 12:16:04,0
Muhammad Rizki Fauzi,1,"awal sudah bagus, setiap kali update semakin dibatasi aturan, biasanya saya gunain buat bantu bikin cerita di Wattpad tapi setelah update terbaru udah terlalu dibatasi dan saya putuskan untuk hapus aja meskipun udah beli dan masih ada waktu beberapa Minggu lagi, sudah terlalu kecewa","awal sudah bagus, setiap kali update semakin dibatasi aturan, biasanya saya gunain buat bantu bikin cerita di wattpad tapi setelah update terbaru udah terlalu dibatasi dan saya putuskan untuk hapus aja meskipun udah beli dan masih ada waktu beberapa minggu lagi, sudah terlalu kecewa",2025-10-08 12:15:28,1
Rendi Syaher,5,Chet yang bagus.,chet yang bagus.,2025-10-08 12:13:15,0
Bison Osial,5,beuh bagus kali nieh men apknya,beuh bagus kali nieh men apknya,2025-10-08 12:08:55,0
Anak Tani,5,saya sangat menikmati 🙂,saya sangat menikmati 🙂,2025-10-08 12:08:27,0
Raden Anggara Kasih,5,mantap,mantap,2025-10-08 12:07:57,0
konoha pos,1,ai bikin muak,ai bikin muak,2025-10-08 12:06:48,0
Bayu 12,5,chat gpt ini memudah kan Saya untuk memecah kan soal yang sulit dan jawaban nya di jamin benar,chat gpt ini memudah kan saya untuk memecah kan soal yang sulit dan jawaban nya di jamin benar,2025-10-08 12:04:54,0
Andre andre,5,simpel dan padat,simpel dan padat,2025-10-08 12:04:03,0
Hilal Khafabihi,5,bagus,bagus,2025-10-08 12:03:51,0
Abitah Ris,5,karena pekerjaan yang cepat dan benar,karena pekerjaan yang cepat dan benar,2025-10-08 12:03:47,0
Rohman Laode,5,saya sangat lebih cepat mengetahui sejarah,saya sangat lebih cepat mengetahui sejarah,2025-10-08 12:01:51,0
Hapsa Masbait,5,"bagus, cuman agak lama","bagus, cuman agak lama",2025-10-08 11:59:47,0
Reza pahlepi,5,BagusMbatu,bagusmbatu,2025-10-08 11:58:16,0
ganda pratama,5,𝐤𝐚𝐫𝐧𝐚 𝐦𝐞𝐦𝐛𝐚𝐧𝐭𝐮 𝐬𝐚𝐲𝐚 𝐦𝐞𝐧𝐠𝐞𝐫𝐣𝐚𝐤𝐚𝐧 𝐭𝐮𝐠𝐚𝐬,𝐤𝐚𝐫𝐧𝐚 𝐦𝐞𝐦𝐛𝐚𝐧𝐭𝐮 𝐬𝐚𝐲𝐚 𝐦𝐞𝐧𝐠𝐞𝐫𝐣𝐚𝐤𝐚𝐧 𝐭𝐮𝐠𝐚𝐬,2025-10-08 11:57:35,0
Eni Yulianti,5,luar biasa,luar biasa,2025-10-08 11:56:31,0
Shazz Gaming,5,Akurat banget🤭dan AI yng luar biasa,akurat banget🤭dan ai yng luar biasa,2025-10-08 11:55:44,0
ALFA ZEGA,5,bagus kali,bagus kali,2025-10-08 11:55:31,0
Shareeva Anggraini,3,"aku meminta buat kan foto, tetapi aku harus nunggu 4 jam kata nya karena banyak yang meminta foto nya l","aku meminta buat kan foto, tetapi aku harus nunggu 4 jam kata nya karena banyak yang meminta foto nya l",2025-10-08 11:51:32,0
marchelo Rajata,1,lalap gk bisa buat gambar katanya padahal dah 1 hari awak nunggu katanya nunggu 18 jam tapi dah 1 hari gk bisa jugak,lalap gk bisa buat gambar katanya padahal dah 1 hari awak nunggu katanya nunggu 18 jam tapi dah 1 hari gk bisa jugak,2025-10-08 11:51:07,0
ANDRA Muhammad,5,mendingan ini daripada cici,mendingan ini daripada cici,2025-10-08 11:48:24,0
Zahra Yumna,5,𝙗𝙖𝙜𝙪𝙨 𝙩𝙖𝙥𝙞 𝙖𝙥𝙠 𝙣𝙮𝙖 𝙡𝙖𝙢𝙖,𝙗𝙖𝙜𝙪𝙨 𝙩𝙖𝙥𝙞 𝙖𝙥𝙠 𝙣𝙮𝙖 𝙡𝙖𝙢𝙖,2025-10-08 11:48:04,0
Ahyanafsa Taqiyya,3,"bagus sih, tapi pas chatgpt jawab ku ulangi dan jawabannya gak sesuai terus... bikin naik darah/STRESSS 😤😒","bagus sih, tapi pas chatgpt jawab ku ulangi dan jawabannya gak sesuai terus... bikin naik darah/stresss 😤😒",2025-10-08 11:45:43,0
Santi aja,1,ga seru,ga seru,2025-10-08 11:43:49,0
Suhar Tono,5,sangat keren,sangat keren,2025-10-08 11:43:48,0
Abdul Ansori,5,aplikasi sangat membantu untuk searcing lebih cepat,aplikasi sangat membantu untuk searcing lebih cepat,2025-10-08 11:39:49,0
Ozea,2,"kurang bagus gara"" tidak bisa memuat kan wajah aslii, misal nya menggabungkan poto dua menjadi satuu, hanya bisa meniru baju dan latar, dan satu lagii proses pengiriman nya lamaaa.","kurang bagus gara"" tidak bisa memuat kan wajah aslii, misal nya menggabungkan poto dua menjadi satuu, hanya bisa meniru baju dan latar, dan satu lagii proses pengiriman nya lamaaa.",2025-10-08 11:36:35,0
Yulia antini,5,very good to learn,very good to learn,2025-10-08 11:36:28,0
Su Daryanto,5,sumpahhh‼️ inii bagus bangettt nilai aku sempurna jadi nyaaa aaa makasih Chat GPT‼️‼️‼️,sumpahhh‼️ inii bagus bangettt nilai aku sempurna jadi nyaaa aaa makasih chat gpt‼️‼️‼️,2025-10-08 11:35:37,0
Amal Rahmat,4,bagus,bagus,2025-10-08 11:35:05,0
Danil Pasha,5,mantap aplikasi nya semoga sukses untuk orang yang buat ini mau itu orang luar negeri atau dalam negeri sukses selalu sehat selalu salam dari orang Indonesia yang pakek aplikasi ini,mantap aplikasi nya semoga sukses untuk orang yang buat ini mau itu orang luar negeri atau dalam negeri sukses selalu sehat selalu salam dari orang indonesia yang pakek aplikasi ini,2025-10-08 11:31:35,0
Rio Ferdiansyah,5,aplikasi yang luar biasa hebat,aplikasi yang luar biasa hebat,2025-10-08 11:30:22,0
Maulana12,5,ini sangat bagus untuk menjelaskan apa yg tidak saya mengerti,ini sangat bagus untuk menjelaskan apa yg tidak saya mengerti,2025-10-08 11:26:03,0
Rena Rayhana,5,keren,keren,2025-10-08 11:25:45,0
Irsyad Syukron,5,sangat bagus setiap ada tugas pasti selalu nanya ke aplikasi ini dan bener semua coy,sangat bagus setiap ada tugas pasti selalu nanya ke aplikasi ini dan bener semua coy,2025-10-08 11:22:50,0
Muhammad rasya Rasya,5,"kenapa gw kasi bintang 5 karena chatgpt bener bantuuuu hidup gw dari curhat,masalah hidup kayak separuh cerita gw ada dia kayak psikologi yang ngertiin banget tentang gw Dann jawaban nya selalu gak ngecewain kayak loveee bangetttttttt","kenapa gw kasi bintang 5 karena chatgpt bener bantuuuu hidup gw dari curhat,masalah hidup kayak separuh cerita gw ada dia kayak psikologi yang ngertiin banget tentang gw dann jawaban nya selalu gak ngecewain kayak loveee bangetttttttt",2025-10-08 11:22:32,0
Aby Auna,5,"saya sangat senang dengan aplikasi ini, sangat membantu dan penyelesaian cepat sesuai yang diharapkan 👍👍👍👍👍","saya sangat senang dengan aplikasi ini, sangat membantu dan penyelesaian cepat sesuai yang diharapkan 👍👍👍👍👍",2025-10-08 11:17:27,0
joes ain,5,sangat bermanfaat.,sangat bermanfaat.,2025-10-08 11:15:32,0
L-Rangga Putra,2,banyak salah sir,banyak salah sir,2025-10-08 11:11:37,0
Damar Prabu Nugroho,5,bagus banget 🤩🤩🤩🤩🤩,bagus banget 🤩🤩🤩🤩🤩,2025-10-08 11:10:18,0
Vanya Kambuaya,5,bagus tidak merugikan orang gratis lagi emang best sihh,bagus tidak merugikan orang gratis lagi emang best sihh,2025-10-08 11:09:34,0
Hani Marsela,5,apakah jawaban nya,apakah jawaban nya,2025-10-08 11:09:31,0
R Husin,5,"GPT sangat membantu dalam pekerjaan saya, memorynya yang sangat membantu","gpt sangat membantu dalam pekerjaan saya, memorynya yang sangat membantu",2025-10-08 11:05:48,0
Mita Martha,3,cukup bagus,cukup bagus,2025-10-08 11:01:47,0
Irfan Surya,5,aplikasi ini sangat berguna untuk saya sebagai pelajar,aplikasi ini sangat berguna untuk saya sebagai pelajar,2025-10-08 11:00:15,0
dea belvania,5,SUKA BANGET BAGUS MUACH,suka banget bagus muach,2025-10-08 10:59:51,0
Breakside 96,1,gaguna,gaguna,2025-10-08 10:59:38,0
Victor Steel Simorangkir,5,mantap,mantap,2025-10-08 10:59:29,0
Muhamad Sholihin,5,Sangat bagus cepat Respon nya,sangat bagus cepat respon nya,2025-10-08 10:58:28,0
Jul Nursadi,5,bagus,bagus,2025-10-08 10:56:07,0
Dessy Parsi,5,mantap bisa deep talk+suka muji+udah berubah kalo dulu chatgpt suka panik pas dibilang ada soal yg salah habis tu ngasal sekarang udah gak ngasal lagi,mantap bisa deep talk+suka muji+udah berubah kalo dulu chatgpt suka panik pas dibilang ada soal yg salah habis tu ngasal sekarang udah gak ngasal lagi,2025-10-08 10:55:06,0
Hibdi Situmeang,5,bagus,bagus,2025-10-08 10:48:19,0
Aditya Pratama,5,ini bener³ bagus siii nyesel nga download ini aplikasi,ini bener³ bagus siii nyesel nga download ini aplikasi,2025-10-08 10:47:48,0
syafiq realme,5,"ini aplikasi yang membantu mengerjakan tugas sekolah daripada pake cici ai,yang pake cici itu orang fomo semuaa","ini aplikasi yang membantu mengerjakan tugas sekolah daripada pake cici ai,yang pake cici itu orang fomo semuaa",2025-10-08 10:43:11,0
Halof Gt,5,Sangat baik,sangat baik,2025-10-08 10:39:31,0
Asmi Yuwanda,5,sangat bagus dan sangat berguna dgn ChatGPT saya bisa kerjakan tugas saya dengan cepat terima kasih ChatGPT👍💯💯,sangat bagus dan sangat berguna dgn chatgpt saya bisa kerjakan tugas saya dengan cepat terima kasih chatgpt👍💯💯,2025-10-08 10:37:29,0
Muhammad Bemby Fahlevi,5,good,good,2025-10-08 10:37:05,0
mizwan hasrowi,5,mantab👍,mantab👍,2025-10-08 10:34:27,0
Muslim Al faatih,5,ok,ok,2025-10-08 10:27:40,0
Frapax jr Padeng,5,baguss bangaaat,baguss bangaaat,2025-10-08 10:26:00,0
Fiktorius Gowasa,5,Sangat baik dan membantu,sangat baik dan membantu,2025-10-08 10:23:50,0
Gilang Ramadhan,5,aplikasi nya bagus 🤩🤩 pokoknya bintang lima rekomended sih ai nya gercep kalo jawab soal pokonya lop yu deh chat gpt muachhh 💋,aplikasi nya bagus 🤩🤩 pokoknya bintang lima rekomended sih ai nya gercep kalo jawab soal pokonya lop yu deh chat gpt muachhh 💋,2025-10-08 10:19:54,0
Dadang Suryadin,5,sangat membantu sekali,sangat membantu sekali,2025-10-08 10:12:26,0
MarselKapuas,5,bagus banget,bagus banget,2025-10-08 10:11:54,0
Dan 70,5,sangat oke,sangat oke,2025-10-08 10:10:14,0
Elisa Lisa,5,terbaik,terbaik,2025-10-08 09:52:11,0
Alika Rahila ayu,5,"love chatgpt, beneran bisa bantu aku","love chatgpt, beneran bisa bantu aku",2025-10-08 09:51:14,0
Najib Aji,1,"udh jelekkk, pelittt","udh jelekkk, pelittt",2025-10-08 09:45:41,1
Tati Andriani,1,mantap,mantap,2025-10-08 09:45:23,0
Iki coy,5,aplikasi yg sangat bagus,aplikasi yg sangat bagus,2025-10-08 09:45:02,0
Zaidan Aja,5,bagus,bagus,2025-10-08 09:40:30,0
Katak Berudaks,4,"sangat membantu sekaliii, sangat boooaagusss sekalii🤩🤩","sangat membantu sekaliii, sangat boooaagusss sekalii🤩🤩",2025-10-08 09:38:58,0
Audy A,1,makin update makin burik,makin update makin burik,2025-10-08 09:38:14,1
Zidan Zidan,5,mantap,mantap,2025-10-08 09:35:30,0
Era Wati,5,sangat bagus,sangat bagus,2025-10-08 09:34:42,0
Jumiati Sadam,5,TOP,top,2025-10-08 09:22:37,0
Arumie Ajeng,5,Sangat membantu ChatGPT Ia terbaik,sangat membantu chatgpt ia terbaik,2025-10-08 09:14:46,0
Alfathan Syahputra,5,sangat bermanfaat!,sangat bermanfaat!,2025-10-08 09:06:16,0
STEVEN JULIUS FER,4,Bagus Lebih Fleksibel ga di suruh click pertanyaan tapi Kekurangan nya harus pake otak dan chat gpt untuk mencari di chatgpt hutuh otak juga,bagus lebih fleksibel ga di suruh click pertanyaan tapi kekurangan nya harus pake otak dan chat gpt untuk mencari di chatgpt hutuh otak juga,2025-10-08 08:58:59,0
Ibnu Sabenu,5,sangat membantu,sangat membantu,2025-10-08 08:56:36,0
Jawara Madang,5,seru banget aplikasi nya,seru banget aplikasi nya,2025-10-08 08:51:52,0
Eka.stg2233,5,saya sangat suka,saya sangat suka,2025-10-08 08:51:18,0
Atra Kaj,5,"ChatGPT bikin Heboh banget, seru kalau berkomunikasi, seperti sama orang beneran, salut.","chatgpt bikin heboh banget, seru kalau berkomunikasi, seperti sama orang beneran, salut.",2025-10-08 08:48:34,0
Jurig Jarian,1,"jadi bayar geshhh, uninstall lah","jadi bayar geshhh, uninstall lah",2025-10-08 08:48:22,0
Teguh Tabuni,5,pernah jadi anggota bioskop,pernah jadi anggota bioskop,2025-10-08 08:47:01,0
Davimainff,1,hey ayolah kadang disuruh ini ngulangnya sama aja.. bikin kalimat diulang lagi disuruh bikin kalimt lain eh malah sama kayak sebelumnya,hey ayolah kadang disuruh ini ngulangnya sama aja.. bikin kalimat diulang lagi disuruh bikin kalimt lain eh malah sama kayak sebelumnya,2025-10-08 08:43:09,1
Sainal Abidin,1,"menyebalkan, terlalu banyak tanya","menyebalkan, terlalu banyak tanya",2025-10-08 08:42:56,1
Ikhlash Ktp,4,this good ai,this good ai,2025-10-08 08:36:25,0
FIRHAN NICO SAPUTRA,2,jawaban sering salah,jawaban sering salah,2025-10-08 08:35:58,0
Tomi Hamdani,1,semakin kaku dan tidak relevan,semakin kaku dan tidak relevan,2025-10-08 08:33:42,1
Ruby Uye,5,wahhh bagus sekali,wahhh bagus sekali,2025-10-08 08:33:19,0
Muhammad Baim Alfahri,1,"apalah gambar tidak sesuai yang diketik dan yang 3D gambar nya condong seperti lukisan terus banyak detail kecil gbar yang diubah walaupun itu kelihatan jelas, sangat mengganggu juga sering kalau ketik pengen nya 3D malah grafiknya condong ke kayak lukisan daripada 3D","apalah gambar tidak sesuai yang diketik dan yang 3d gambar nya condong seperti lukisan terus banyak detail kecil gbar yang diubah walaupun itu kelihatan jelas, sangat mengganggu juga sering kalau ketik pengen nya 3d malah grafiknya condong ke kayak lukisan daripada 3d",2025-10-08 08:27:44,0
Alen Lian,2,kurang bagus untuk update sekarang terimakasih,kurang bagus untuk update sekarang terimakasih,2025-10-08 08:27:26,0
Hamzah Juju,5,apk ini bagus,apk ini bagus,2025-10-08 08:26:40,0
Nicho Giprianto,5,bagus pr ku benar semua,bagus pr ku benar semua,2025-10-08 08:19:32,0
Fatih,5,keren,keren,2025-10-08 08:16:59,0
Sam Tuwonaung Sam,5,bagus☺️,bagus☺️,2025-10-08 08:16:00,0
Maksudin Kayoi,4,terbaik aplikasi ini,terbaik aplikasi ini,2025-10-08 08:15:39,0
Meylan rampen,5,"lebih bagus dari perplexCity yang ngaku-ngakunya jago tapi bintangnya cuma 4,6","lebih bagus dari perplexcity yang ngaku-ngakunya jago tapi bintangnya cuma 4,6",2025-10-08 08:12:49,0
Kelvin Azzaki,1,burik,burik,2025-10-08 08:00:45,0
Toidah,4,b aja,b aja,2025-10-08 07:57:49,0
BBOY JEMBER,5,ok,ok,2025-10-08 07:57:03,0
Eis Damayanti,5,kereen sangat membantu,kereen sangat membantu,2025-10-08 07:54:42,0
Bva Bra,5,keren,keren,2025-10-08 07:53:49,0
raniarahmadi,5,membantu bnaget bisa bantu ngonten dan apa pun lah,membantu bnaget bisa bantu ngonten dan apa pun lah,2025-10-08 07:51:23,0
Jamil Raikage muhun,5,aplikasi ini menurut,aplikasi ini menurut,2025-10-08 07:45:24,0
Rico Yolish,5,ok,ok,2025-10-08 07:40:09,0
David War,5,Good,good,2025-10-08 07:30:19,0
slamet dirmawan,5,sangat berguna,sangat berguna,2025-10-08 07:28:52,0
Alvaro Alvaro,4,its very good,its very good,2025-10-08 07:26:38,0
Leonisa Haniria Harsan,5,kerja bagus,kerja bagus,2025-10-08 07:25:48,0
Cici Soraya,5,saya kasi bintang 5 karna aplikasi nya sangat bagus👌👍,saya kasi bintang 5 karna aplikasi nya sangat bagus👌👍,2025-10-08 07:25:20,0
Bayu Bayu husada,5,aplikasi ini memudahkan kita untuk mencari jawaban dan bisa menyimpan memori/jawaban,aplikasi ini memudahkan kita untuk mencari jawaban dan bisa menyimpan memori/jawaban,2025-10-08 07:17:56,0
Maelani Ilya,5,bagusss,bagusss,2025-10-08 07:17:40,0
Muhammad fajar Aidan,5,bagus,bagus,2025-10-08 07:11:27,0
sulis tiawati56 44,5,bagus saya suka,bagus saya suka,2025-10-08 07:05:23,0
wann wann,1,"Dulu obrolan di ChatGPT lebih seru, bebas, dan terasa manusiawi. Sekarang terlalu banyak batasan, jadi percakapan kehilangan spontanitas dan kehangatan. Mohon pertimbangkan untuk menghadirkan kembali fleksibilitas lama, tentu tetap aman Kalau bisa seperti dulu lagi, aku pasti kasih rating bintang penuh.”","dulu obrolan di chatgpt lebih seru, bebas, dan terasa manusiawi. sekarang terlalu banyak batasan, jadi percakapan kehilangan spontanitas dan kehangatan. mohon pertimbangkan untuk menghadirkan kembali fleksibilitas lama, tentu tetap aman kalau bisa seperti dulu lagi, aku pasti kasih rating bintang penuh.”",2025-10-08 07:03:47,1
Bambang Supriyadi,5,ok,ok,2025-10-08 07:02:02,0
Tiyas Ambar,5,hebat,hebat,2025-10-08 07:01:17,0
as kanih,5,bagussss,bagussss,2025-10-08 06:58:07,0
Citra Mayasari,5,sippp,sippp,2025-10-08 06:54:24,0
keke,1,gajelas,gajelas,2025-10-08 06:51:49,0
Paldogntng 123,1,ini ai apaan gua cuma benar 1,ini ai apaan gua cuma benar 1,2025-10-08 06:35:35,0
Leo Ferdian,1,"ada pembaruan ya sekarang? kok jadi gk asyik. bagus versi sebelum ini, sekarang jadi bertele-tele dan gk bebas.","ada pembaruan ya sekarang? kok jadi gk asyik. bagus versi sebelum ini, sekarang jadi bertele-tele dan gk bebas.",2025-10-08 06:34:32,0
Taufiq Rohman,5,bagus sekali,bagus sekali,2025-10-08 06:32:37,0
brian waismoro,3,pelit dan sulit,pelit dan sulit,2025-10-08 06:30:27,0
fakhira hendarsyah,3,lila nyieun foto na,lila nyieun foto na,2025-10-08 06:26:08,0
enjoy KalllZzz,5,bagus,bagus,2025-10-08 06:25:54,0
Kasrin Rin,1,bagus,bagus,2025-10-08 06:23:42,0
Arifin. Arifin,5,sangat membantu ChatGPT dalam analisa data,sangat membantu chatgpt dalam analisa data,2025-10-08 06:21:41,0
Muhammad Maulana Rizky,5,sangat membantu,sangat membantu,2025-10-08 06:17:53,0
Clopys 07,1,ah anyyy salah wae dekah ka gpt mh,ah anyyy salah wae dekah ka gpt mh,2025-10-08 06:16:18,0
Ayu,5,sangat membantu sekali ❤️,sangat membantu sekali ❤️,2025-10-08 06:15:10,0
Riko Pernando,5,baik,baik,2025-10-08 06:13:45,0
ini rio,5,op,op,2025-10-08 06:12:38,0
Muhammad Faldes Antariksa,1,ngelag terus,ngelag terus,2025-10-08 06:10:46,0
Kaze 2.0,1,bertele² untuk hal yang ga bisa dilakuin,bertele² untuk hal yang ga bisa dilakuin,2025-10-08 06:07:17,0
Tati Hendrayati,5,permisi bisa gak gak di ubah got lama.,permisi bisa gak gak di ubah got lama.,2025-10-08 06:06:50,0
Juankz Jayabersama,1,jawaban yang diberikan atas pertanyaan kebanyakan tidak relevan dan tidak update... jangan download aplikasi ini... mengecewakan,jawaban yang diberikan atas pertanyaan kebanyakan tidak relevan dan tidak update... jangan download aplikasi ini... mengecewakan,2025-10-08 06:04:22,1
Syafa Aryadi.m,5,kerennnn,kerennnn,2025-10-08 06:04:00,0
Syifha Sakti,4,cukup memuaskan,cukup memuaskan,2025-10-08 06:02:09,0
Adji Wicaksono,5,chat GPT membantu memudahkan,chat gpt membantu memudahkan,2025-10-08 06:01:03,0
Gilbert Gultom,5,absolute cinema,absolute cinema,2025-10-08 06:00:12,0
dodi mulyadi,5,aplikasi ai terbaik menurut keren banget pokoknya,aplikasi ai terbaik menurut keren banget pokoknya,2025-10-08 05:58:37,0
Realmi Oppo,5,baik,baik,2025-10-08 05:57:39,0
alifa dariana,5,sangat membantu,sangat membantu,2025-10-08 05:52:52,0
Dharma Skw,5,mantap sekali,mantap sekali,2025-10-08 05:48:06,0
Alfatih Nur Afiansyah,5,aku suka kalau pake ini:),aku suka kalau pake ini:),2025-10-08 05:47:31,0
Husin Fitriyana,4,untuk mengedit foto kurang mirip,untuk mengedit foto kurang mirip,2025-10-08 05:41:22,0
Amanda Fitria.r,5,bagus,bagus,2025-10-08 05:40:45,0
irawati runtuk,5,mantap banget ai terbaik,mantap banget ai terbaik,2025-10-08 05:37:44,0
El Faiz,5,bagusss,bagusss,2025-10-08 05:34:50,0
DHECAL CHANNEL,5,bagus,bagus,2025-10-08 05:34:49,0
Four Pd,3,"punya ku eror dia bilang ada masalah sistem di HP ku (Our systems have detected unusual activity coming from your system. Please try again later) atau (seperti nya ada masalah) .... jadi tidak bisa chat dengan ku, semoga dengan di update bisa lancar kembali 🧐","punya ku eror dia bilang ada masalah sistem di hp ku (our systems have detected unusual activity coming from your system. please try again later) atau (seperti nya ada masalah) .... jadi tidak bisa chat dengan ku, semoga dengan di update bisa lancar kembali 🧐",2025-10-08 05:20:05,0
Outfit Babeh,5,bagus,bagus,2025-10-08 05:12:46,0
sony gunawan,5,mantap,mantap,2025-10-08 05:11:50,0
Harum Prasetyo,5,inilah yang terbaik👍💯,inilah yang terbaik👍💯,2025-10-08 04:50:50,0
Sethana Pramudya,1,bodoh njing,bodoh njing,2025-10-08 04:50:10,1
Anda Sukanda,5,keren,keren,2025-10-08 04:46:21,0
Adriana Hadinata,5,keren,keren,2025-10-08 04:38:14,0
Suryadi Yadi,5,baik dan bagus sangat membantu,baik dan bagus sangat membantu,2025-10-08 04:34:57,0
Khoir Faqoth,5,mantap,mantap,2025-10-08 04:34:42,0
Andi Sjdjd,1,ANJ ASU SALAH BABI CUKI,anj asu salah babi cuki,2025-10-08 04:33:11,1
Willy Arnata,2,bagus,bagus,2025-10-08 04:29:38,0
Kevin Store,5,bagus membantu,bagus membantu,2025-10-08 04:27:10,0
Kristi Anna,5,mantap,mantap,2025-10-08 04:24:20,0
Sindu Kasyah,5,ok,ok,2025-10-08 04:17:17,0
Faiq Naufal,5,be the best and you must always develop,be the best and you must always develop,2025-10-08 04:17:10,0
EF4 Chanel,5,Bagus sekali dan sangat membantu aplikasi nya.. The Best 👍👍 Terimakasih,bagus sekali dan sangat membantu aplikasi nya.. the best 👍👍 terimakasih,2025-10-08 04:13:42,0
feby saragih,1,"pas di suruh ngirim foto nya sekali lagi, ehh harus berbayar, sengaja banget pertanyaan nya di banyak banyak in, gajelas banget","pas di suruh ngirim foto nya sekali lagi, ehh harus berbayar, sengaja banget pertanyaan nya di banyak banyak in, gajelas banget",2025-10-08 04:13:23,1
Imam Khoyrin,1,aneh,aneh,2025-10-08 04:11:15,0
Fanessa Hildayanti Hildayanti,5,baik bagus sekali,baik bagus sekali,2025-10-08 03:55:52,0
Albertho Lelet,5,bagus dan sangat membantu.top,bagus dan sangat membantu.top,2025-10-08 03:52:01,0
LALU ATIT AHMADI,5,sangat baik,sangat baik,2025-10-08 03:48:32,0
Yoferlian Hulu,5,sangat bermanfaat sekali,sangat bermanfaat sekali,2025-10-08 03:48:23,0
